order_id,customer_id,order_date,platform,order_value_ngn,shipping_fee_ngn,payment_method,payment_processor,delivery_city,delivery_status,estimated_delivery_days,order_status
ORD5846238,CUST660283,2024-08-16 00:00:00,Jiji,98823.93,2800.65,bank_transfer,Remita,Onitsha,delivered,1,completed
ORD6565358,CUST710589,2024-05-10 00:00:00,Jiji,453966.84,3048.57,mobile_money,Flutterwave,Enugu,pending,6,completed
ORD9750459,CUST236072,2024-07-09 00:00:00,Konga,215815.02,4839.95,cash_on_delivery,Paystack,Jos,cancelled,1,completed
ORD6071503,CUST525933,2024-09-01 00:00:00,Jumia,197979.11,1961.06,cash_on_delivery,Paga,Warri,shipped,2,completed
ORD9742662,CUST206251,2024-06-26 00:00:00,Konga,134744.68,2898.95,cash_on_delivery,Quickteller,Abuja,delivered,7,cancelled
ORD1411928,CUST558712,2024-01-15 00:00:00,Konga,396161.06,4751.23,bank_transfer,Interswitch,Warri,delivered,5,completed
ORD3069815,CUST992147,2024-10-18 00:00:00,Jiji,258622.01,4447.65,cash_on_delivery,Flutterwave,Warri,delivered,7,completed
ORD6802397,CUST694677,2024-03-28 00:00:00,Jumia,451872.07,1624.22,bank_transfer,Remita,Jos,shipped,7,processing
ORD5587481,CUST663249,2024-01-06 00:00:00,Jumia,454745.41,3943.24,cash_on_delivery,Remita,Abuja,delivered,5,completed
ORD8718385,CUST797127,2024-04-06 00:00:00,Konga,367398.32,3244.24,cash_on_delivery,Quickteller,Port Harcourt,shipped,4,completed
ORD2773799,CUST387554,2024-01-17 00:00:00,Jumia,51297.78,4773.43,ussd,Paga,Warri,pending,3,processing
ORD5774446,CUST960941,2024-02-11 00:00:00,Jiji,336161.86,2993.66,ussd,Paystack,Benin City,delivered,5,completed
ORD3176849,CUST481080,2024-01-27 00:00:00,Spar Online,333297.42,3264.68,cash_on_delivery,Paga,Abuja,shipped,6,completed
ORD4759284,CUST470910,2024-02-16 00:00:00,Jumia,464853.02,3684.67,debit_card,Quickteller,Jos,cancelled,7,completed
ORD5771654,CUST742060,2024-08-16 00:00:00,Konga,17335.36,1735.63,bank_transfer,Paga,Warri,delivered,4,completed
ORD9075034,CUST742600,2024-07-07 00:00:00,Slot,388459.08,4232.54,mobile_money,Paga,Ibadan,delivered,4,completed
ORD9875410,CUST420661,2024-05-27 00:00:00,Konga,356242.3,3194.52,bank_transfer,Flutterwave,Lagos,delivered,1,completed
ORD3636415,CUST844721,2024-05-23 00:00:00,Konga,301070.01,3389.19,cash_on_delivery,Flutterwave,Calabar,shipped,2,completed
ORD2108457,CUST875152,2024-10-16 00:00:00,Jiji,36883.27,3626.2,cash_on_delivery,Remita,Abuja,delivered,1,completed
ORD5829821,CUST620205,2024-08-12 00:00:00,Konga,246352.44,2328.93,cash_on_delivery,Remita,Enugu,delivered,5,processing
ORD3253870,CUST644149,2024-10-26 00:00:00,Jiji,203813.12,2375.52,cash_on_delivery,Flutterwave,Benin City,delivered,5,completed
ORD1484671,CUST827534,2024-02-19 00:00:00,Jumia,421037.7,4373.35,credit_card,Interswitch,Warri,delivered,4,completed
ORD5520633,CUST958672,2024-08-23 00:00:00,Jumia,273025.67,2795.35,cash_on_delivery,Flutterwave,Aba,pending,1,completed
ORD4154965,CUST226205,2024-02-01 00:00:00,Jumia,7407.9,1754.72,cash_on_delivery,Flutterwave,Aba,delivered,4,completed
ORD2979068,CUST103414,2024-04-17 00:00:00,Jumia,401193.38,2013.44,cash_on_delivery,Flutterwave,Aba,shipped,3,completed
ORD4125418,CUST547335,2024-03-11 00:00:00,Konga,263724.38,3611.94,cash_on_delivery,Paga,Abeokuta,delivered,1,completed
ORD9637607,CUST354684,2024-05-01 00:00:00,Jiji,149654.7,3042.1,cash_on_delivery,Interswitch,Enugu,delivered,4,completed
ORD5032426,CUST534611,2024-10-19 00:00:00,Jumia,222971.86,1414.58,cash_on_delivery,Quickteller,Onitsha,delivered,3,completed
ORD4957634,CUST701846,2024-02-18 00:00:00,Konga,397250.24,2327.95,ussd,Flutterwave,Port Harcourt,delivered,5,processing
ORD6637893,CUST722997,2024-01-22 00:00:00,Jumia,253292.76,3159.73,credit_card,Paga,Benin City,delivered,4,completed
ORD4347578,CUST253101,2024-02-05 00:00:00,Jiji,96262.44,1863.43,bank_transfer,Interswitch,Enugu,delivered,5,completed
ORD3677195,CUST762863,2024-06-12 00:00:00,PayPorte,356490.62,2797.02,cash_on_delivery,Remita,Onitsha,shipped,4,completed
ORD1512467,CUST498368,2024-10-18 00:00:00,Glovo,220722.42,4739.79,debit_card,Quickteller,Ibadan,delivered,2,completed
ORD3038769,CUST586748,2024-06-29 00:00:00,Spar Online,222782.82,1116.89,debit_card,Interswitch,Ibadan,shipped,1,processing
ORD1836151,CUST952592,2024-05-26 00:00:00,Spar Online,436251.73,1638.13,debit_card,Flutterwave,Kaduna,delivered,2,completed
ORD8390096,CUST955275,2024-04-10 00:00:00,Konga,251937.15,2678.71,cash_on_delivery,Interswitch,Benin City,pending,7,completed
ORD8792284,CUST917663,2024-03-09 00:00:00,Jumia,238693.78,4961.16,cash_on_delivery,Interswitch,Abuja,pending,2,completed
ORD3332280,CUST295936,2024-01-01 00:00:00,Jumia,281538.18,1881.8,bank_transfer,Flutterwave,Benin City,pending,5,completed
ORD8955164,CUST677308,2024-08-21 00:00:00,Konga,180481.84,1703.51,cash_on_delivery,Interswitch,Enugu,delivered,3,completed
ORD7082472,CUST338807,2024-08-17 00:00:00,Jumia,192327.37,4559.87,cash_on_delivery,Paystack,Abuja,delivered,7,completed
ORD4077003,CUST852653,2024-06-25 00:00:00,Jiji,125591.54,3530.09,cash_on_delivery,Paystack,Lagos,delivered,4,completed
ORD5292877,CUST599503,2024-07-12 00:00:00,Konga,270259.05,1995.14,cash_on_delivery,Paga,Enugu,delivered,4,completed
ORD8075223,CUST807124,2024-09-08 00:00:00,Jumia,447996.1,2575.19,mobile_money,Interswitch,Abeokuta,delivered,6,completed
ORD3838704,CUST274229,2024-09-05 00:00:00,Jumia,461604.97,2506.22,bank_transfer,Remita,Ibadan,delivered,4,processing
ORD8879965,CUST649581,2024-05-29 00:00:00,Jumia,31027.65,3789.83,bank_transfer,Paga,Kaduna,delivered,2,completed
ORD6644262,CUST692662,2024-07-05 00:00:00,Jumia,172359.53,3667.8,cash_on_delivery,Quickteller,Kano,delivered,1,completed
ORD9599259,CUST568414,2024-08-02 00:00:00,Chowdeck,196983.54,4472.28,cash_on_delivery,Flutterwave,Jos,delivered,3,completed
ORD8046358,CUST243764,2024-08-07 00:00:00,Spar Online,245159.0,2187.96,mobile_money,Paga,Kaduna,shipped,2,completed
ORD8035013,CUST249901,2024-01-04 00:00:00,Slot,89805.48,4600.1,ussd,Flutterwave,Calabar,delivered,7,processing
ORD9683342,CUST396680,2024-06-26 00:00:00,Spar Online,133054.89,4495.97,cash_on_delivery,Remita,Calabar,delivered,5,completed
ORD9164173,CUST963523,2024-08-24 00:00:00,Slot,288292.74,1672.17,cash_on_delivery,Flutterwave,Kaduna,delivered,4,completed
ORD1521549,CUST717349,2024-07-24 00:00:00,Spar Online,225100.2,1002.4,bank_transfer,Interswitch,Benin City,delivered,3,completed
ORD5969298,CUST188393,2024-05-31 00:00:00,Konga,7353.39,2578.22,cash_on_delivery,Interswitch,Kano,delivered,5,completed
ORD3331664,CUST908352,2024-10-27 00:00:00,Jumia,222294.1,2359.42,ussd,Flutterwave,Lagos,delivered,7,processing
ORD1062569,CUST117396,2024-04-13 00:00:00,Jiji,45599.7,4449.68,ussd,Flutterwave,Aba,delivered,5,completed
ORD4185845,CUST460519,2024-01-29 00:00:00,Jiji,247582.34,2090.54,bank_transfer,Flutterwave,Lagos,cancelled,6,completed
ORD2386037,CUST728554,2024-02-19 00:00:00,Glovo,414439.27,2802.98,cash_on_delivery,Quickteller,Benin City,shipped,6,completed
ORD2690355,CUST370313,2024-02-18 00:00:00,Jumia,90812.0,4840.37,cash_on_delivery,Paga,Warri,delivered,6,completed
ORD8574627,CUST590796,2024-08-09 00:00:00,Shoprite Online,44280.67,2178.45,cash_on_delivery,Paga,Lagos,delivered,4,completed
ORD9759558,CUST885411,2024-08-30 00:00:00,Konga,329139.1,1737.56,cash_on_delivery,Paga,Ibadan,delivered,1,completed
ORD6693723,CUST327535,2024-03-01 00:00:00,Jumia,38877.53,1836.93,cash_on_delivery,Remita,Abeokuta,pending,7,completed
ORD2988416,CUST142084,2024-04-08 00:00:00,Jiji,144661.24,2058.18,bank_transfer,Paga,Ibadan,delivered,7,completed
ORD8101998,CUST227815,2024-02-24 00:00:00,Jumia,55745.36,3366.37,bank_transfer,Paga,Kaduna,pending,7,completed
ORD7959325,CUST629570,2024-07-04 00:00:00,Konga,379039.86,3001.29,bank_transfer,Flutterwave,Ibadan,shipped,4,processing
ORD9026621,CUST254602,2024-03-17 00:00:00,Jumia,413959.78,3984.91,bank_transfer,Remita,Port Harcourt,pending,3,completed
ORD8051727,CUST580184,2024-09-21 00:00:00,Jumia,220105.77,2826.49,debit_card,Remita,Onitsha,delivered,5,completed
ORD8899290,CUST937061,2024-09-19 00:00:00,Chowdeck,421120.88,1151.49,cash_on_delivery,Remita,Jos,delivered,7,completed
ORD5384597,CUST344057,2024-03-03 00:00:00,Jumia,172711.79,2173.81,cash_on_delivery,Paga,Jos,delivered,2,completed
ORD9148477,CUST208257,2024-02-20 00:00:00,Jiji,488206.52,4007.74,debit_card,Flutterwave,Jos,delivered,6,completed
ORD1564540,CUST161076,2024-05-03 00:00:00,Konga,325458.88,2501.32,cash_on_delivery,Flutterwave,Kaduna,shipped,2,completed
ORD5095599,CUST605110,2024-09-08 00:00:00,Jumia,254505.13,4658.79,cash_on_delivery,Quickteller,Ilorin,delivered,3,completed
ORD3820786,CUST421721,2024-01-31 00:00:00,Konga,318979.12,1989.35,debit_card,Remita,Ibadan,shipped,7,cancelled
ORD7026411,CUST917329,2024-05-23 00:00:00,Jiji,479394.59,3019.13,debit_card,Flutterwave,Abeokuta,delivered,7,completed
ORD1485055,CUST629152,2024-02-03 00:00:00,Jiji,137427.19,3499.24,cash_on_delivery,Paga,Calabar,delivered,4,completed
ORD2171172,CUST872458,2024-09-08 00:00:00,Jiji,15741.6,2280.69,cash_on_delivery,Remita,Warri,delivered,5,completed
ORD7086601,CUST727239,2024-04-21 00:00:00,Jiji,427676.21,1738.54,cash_on_delivery,Remita,Kano,shipped,6,completed
ORD6426176,CUST507176,2024-03-06 00:00:00,Jiji,317832.07,2923.88,debit_card,Flutterwave,Aba,pending,1,completed
ORD4077884,CUST518288,2024-03-26 00:00:00,Jumia,201348.09,3771.12,mobile_money,Interswitch,Onitsha,shipped,5,completed
ORD6014932,CUST679275,2024-03-30 00:00:00,Konga,317252.67,3569.69,cash_on_delivery,Interswitch,Jos,delivered,7,completed
ORD7473963,CUST187944,2024-04-11 00:00:00,Jumia,331164.94,3972.73,debit_card,Paga,Kaduna,delivered,4,processing
ORD2824093,CUST559443,2024-03-19 00:00:00,Jumia,7841.3,1188.0,bank_transfer,Paga,Abuja,delivered,5,completed
ORD5140652,CUST395447,2024-06-21 00:00:00,Slot,158099.03,3808.98,cash_on_delivery,Remita,Kano,delivered,4,completed
ORD6465994,CUST933944,2024-02-01 00:00:00,Konga,416716.57,1351.45,cash_on_delivery,Paystack,Abuja,delivered,7,cancelled
ORD8863592,CUST884404,2024-06-25 00:00:00,Jiji,362477.95,4581.82,bank_transfer,Interswitch,Enugu,delivered,2,completed
ORD7646328,CUST689863,2024-03-26 00:00:00,Jiji,344637.67,1134.04,mobile_money,Remita,Jos,delivered,1,completed
ORD9285381,CUST256733,2024-04-13 00:00:00,Jumia,68560.65,4405.42,cash_on_delivery,Paga,Enugu,delivered,6,completed
ORD4015666,CUST627987,2024-01-21 00:00:00,Glovo,49956.77,2437.39,mobile_money,Quickteller,Calabar,delivered,7,completed
ORD1271094,CUST843684,2024-10-02 00:00:00,Jiji,178390.4,3975.23,cash_on_delivery,Paystack,Abeokuta,delivered,2,completed
ORD3132730,CUST978919,2024-07-13 00:00:00,Jumia,165394.38,2316.95,cash_on_delivery,Flutterwave,Abuja,shipped,3,completed
ORD3188083,CUST648521,2024-07-19 00:00:00,Glovo,383257.9,3148.36,cash_on_delivery,Quickteller,Aba,delivered,2,completed
ORD2063417,CUST935359,2024-10-24 00:00:00,Shoprite Online,49918.74,2141.85,cash_on_delivery,Remita,Lagos,delivered,4,completed
ORD9419493,CUST907032,2024-01-24 00:00:00,Jumia,404146.63,4800.09,cash_on_delivery,Quickteller,Jos,delivered,6,completed
ORD2190041,CUST339452,2024-01-11 00:00:00,Konga,133587.33,2753.11,mobile_money,Paga,Onitsha,delivered,1,completed
ORD7850952,CUST880422,2024-06-24 00:00:00,Glovo,337466.99,2478.18,mobile_money,Flutterwave,Ilorin,shipped,7,completed
ORD9839945,CUST782612,2024-06-17 00:00:00,Supermart,346039.19,3322.97,bank_transfer,Flutterwave,Aba,delivered,5,completed
ORD1454303,CUST458096,2024-10-21 00:00:00,Jumia,377537.57,3762.02,mobile_money,Paga,Onitsha,cancelled,1,cancelled
ORD9978032,CUST264541,2024-01-12 00:00:00,Jumia,385251.7,2327.18,credit_card,Paystack,Calabar,delivered,2,completed
ORD3095518,CUST246376,2024-04-18 00:00:00,Shoprite Online,206936.86,2313.55,cash_on_delivery,Interswitch,Ibadan,cancelled,4,completed
ORD2878532,CUST217995,2024-05-30 00:00:00,Jumia,150973.85,4584.99,cash_on_delivery,Paystack,Abeokuta,shipped,7,completed
ORD9180944,CUST852435,2024-08-15 00:00:00,Jumia,35979.36,1599.1,bank_transfer,Paystack,Enugu,delivered,2,completed
ORD4702267,CUST505451,2024-05-17 00:00:00,Spar Online,52004.79,4367.3,cash_on_delivery,Paga,Port Harcourt,delivered,2,processing
ORD8136319,CUST827010,2024-03-25 00:00:00,Konga,190682.83,4925.09,ussd,Flutterwave,Aba,delivered,7,cancelled
ORD4427226,CUST920865,2024-10-11 00:00:00,Jumia,470004.13,1083.09,bank_transfer,Remita,Lagos,delivered,5,completed
ORD8892114,CUST407034,2024-02-26 00:00:00,Jiji,309305.97,2147.54,cash_on_delivery,Paystack,Abuja,pending,1,completed
ORD2944245,CUST350100,2024-08-27 00:00:00,Konga,181802.8,3443.7,cash_on_delivery,Flutterwave,Abuja,shipped,4,completed
ORD1589786,CUST766738,2024-04-02 00:00:00,Jiji,45691.12,1060.67,bank_transfer,Interswitch,Calabar,delivered,1,processing
ORD3073873,CUST376737,2024-09-28 00:00:00,PayPorte,464185.92,2379.01,bank_transfer,Paga,Aba,delivered,6,completed
ORD6166228,CUST404674,2024-04-22 00:00:00,Konga,156073.4,2247.94,cash_on_delivery,Paystack,Port Harcourt,pending,7,completed
ORD2221729,CUST963632,2024-07-06 00:00:00,Konga,58879.45,3378.87,bank_transfer,Paga,Abuja,shipped,2,completed
ORD7615285,CUST719024,2024-04-01 00:00:00,Jiji,348432.93,3121.3,cash_on_delivery,Flutterwave,Calabar,delivered,5,completed
ORD5576494,CUST737001,2024-06-18 00:00:00,Jumia,140152.97,4577.56,cash_on_delivery,Remita,Abeokuta,delivered,4,completed
ORD9307830,CUST295370,2024-08-01 00:00:00,Supermart,44084.28,4195.35,cash_on_delivery,Interswitch,Abeokuta,delivered,4,completed
ORD1225678,CUST162119,2024-05-04 00:00:00,Konga,283354.76,1207.01,cash_on_delivery,Remita,Benin City,delivered,7,completed
ORD2245033,CUST544927,2024-04-10 00:00:00,PayPorte,345143.02,1946.94,debit_card,Quickteller,Benin City,pending,7,completed
ORD1239355,CUST479739,2024-06-17 00:00:00,Jiji,141748.34,4310.07,cash_on_delivery,Paystack,Port Harcourt,delivered,3,completed
ORD6532645,CUST647432,2024-10-14 00:00:00,Konga,308720.87,2180.78,debit_card,Paystack,Ilorin,pending,5,cancelled
ORD6456131,CUST594195,2024-10-07 00:00:00,Konga,489296.8,3843.04,mobile_money,Paystack,Abeokuta,delivered,3,completed
ORD3061935,CUST951717,2024-02-04 00:00:00,Jumia,337256.54,3712.81,cash_on_delivery,Paystack,Ibadan,shipped,1,completed
ORD8685408,CUST421444,2024-05-23 00:00:00,Konga,354668.67,4279.71,ussd,Paystack,Ibadan,delivered,7,completed
ORD1026982,CUST536211,2024-08-03 00:00:00,Jumia,41263.49,1575.64,cash_on_delivery,Quickteller,Benin City,delivered,4,completed
ORD3751644,CUST288025,2024-08-19 00:00:00,Slot,300665.37,1784.08,cash_on_delivery,Interswitch,Kaduna,delivered,4,completed
ORD1299360,CUST315778,2024-06-27 00:00:00,Konga,109573.79,2957.7,debit_card,Interswitch,Abeokuta,pending,5,completed
